BHK,Rent,Size,Area Type,Area Locality,City,Furnishing Status,Bathroom,Point of Contact
1,6500,422,Carpet Area,Nalasopara West,Mumbai,Semi-Furnished,2,Contact Agent
2,55000,955,Carpet Area,"MJ Shah Centrio, Chembur",Mumbai,Unfurnished,2,Contact Agent
3,69999,1100,Carpet Area,Kurla,Mumbai,Furnished,3,Contact Agent
1,18500,300,Carpet Area,JL Tambe Nagar,Mumbai,Unfurnished,1,Contact Owner
2,50000,900,Carpet Area,"Dheeraj Valley Tower, Goregaon East",Mumbai,Semi-Furnished,2,Contact Owner
2,45000,785,Carpet Area,Chakala,Mumbai,Unfurnished,2,Contact Agent
3,85000,1350,Carpet Area,"HDIL Metropolis, 4 Bunglows",Mumbai,Furnished,3,Contact Agent
2,85000,900,Carpet Area,"Ruparel Ariana, Parel",Mumbai,Semi-Furnished,2,Contact Agent
1,25000,400,Carpet Area,Worli,Mumbai,Unfurnished,1,Contact Agent
2,75000,800,Carpet Area,"Sethia Grandeur, Bandra East",Mumbai,Semi-Furnished,3,Contact Agent
2,190000,895,Carpet Area,"Indiabulls Blu, Worli",Mumbai,Semi-Furnished,2,Contact Agent
1,20000,625,Super Area,Dahisar East,Mumbai,Semi-Furnished,1,Contact Owner
2,30000,720,Carpet Area,"Samarth Garden, Bhandup West",Mumbai,Semi-Furnished,2,Contact Agent
2,75000,750,Carpet Area,"Utkarsh CHS, Prabhadevi",Mumbai,Furnished,2,Contact Agent
3,350000,1663,Carpet Area,"Indiabulls Blu, Worli Naka Acharaya Atre Chowk",Mumbai,Semi-Furnished,2,Contact Agent
2,70000,660,Carpet Area,Azad Nagar Colaba,Mumbai,Semi-Furnished,2,Contact Agent
2,32000,700,Carpet Area,"MUKTA MAHEK, Thakur Complex",Mumbai,Furnished,2,Contact Agent
1,22000,377,Super Area,"Srishti Elegance, Bhandup West",Mumbai,Unfurnished,2,Contact Owner
2,35000,650,Carpet Area,Thakur Complex,Mumbai,Semi-Furnished,2,Contact Agent
2,47000,650,Carpet Area,"117 Residency, Chembur East",Mumbai,Unfurnished,2,Contact Agent
4,400000,2080,Carpet Area,"Indiabulls Blu, Worli",Mumbai,Semi-Furnished,5,Contact Agent
2,31000,700,Super Area,"Sai Aasha Daya, Mulund East",Mumbai,Semi-Furnished,2,Contact Owner
1,60000,430,Carpet Area,Bandra West,Mumbai,Furnished,1,Contact Agent
2,58000,650,Carpet Area,"L&T Emerald Isle, Powai",Mumbai,Unfurnished,2,Contact Agent
3,85000,890,Carpet Area,"Oberoi Splendor, JVLR-Jogeshwari Vikhroli Link Road",Mumbai,Furnished,2,Contact Agent
2,45000,965,Super Area,Bhakti Park,Mumbai,Unfurnished,2,Contact Agent
1,7500,630,Super Area,"Sumit Greendale, Chikhal Dongari",Mumbai,Semi-Furnished,2,Contact Agent
4,250000,2100,Carpet Area,"Bombay Dyeing Two ICC, Dadar East",Mumbai,Semi-Furnished,4,Contact Agent
3,150000,1100,Carpet Area,"Badrinath Tower, Amit Nagar",Mumbai,Furnished,3,Contact Agent
2,80000,730,Carpet Area,Perry Rd,Mumbai,Semi-Furnished,2,Contact Owner
3,75000,1380,Carpet Area,"Thakur Jewel, Thakur Village, Kandivali East",Mumbai,Semi-Furnished,3,Contact Agent
3,66000,1100,Carpet Area,"Shapoorji Pallonji Vicinia, Chandivali",Mumbai,Semi-Furnished,3,Contact Agent
1,45000,450,Carpet Area,Mahim West,Mumbai,Semi-Furnished,1,Contact Agent
1,22000,500,Super Area,"Madhugiri Society, Chembur",Mumbai,Unfurnished,1,Contact Owner
3,65000,1100,Carpet Area,"Raheja Heights, Malad East",Mumbai,Semi-Furnished,3,Contact Agent
3,55000,868,Carpet Area,"Orchid Suburbia, Bander Pakhadi",Mumbai,Unfurnished,3,Contact Agent
2,55000,750,Carpet Area,"Omkar Meridia, Bandra Kurla Complex",Mumbai,Semi-Furnished,2,Contact Agent
1,36000,540,Super Area,in Mahim West,Mumbai,Unfurnished,2,Contact Owner
4,230000,2100,Carpet Area,"Hiranandani Gardens Odyssey I, Hiranandani Gardens",Mumbai,Furnished,5,Contact Agent
1,22000,450,Carpet Area,Charkop Sector 6,Mumbai,Semi-Furnished,2,Contact Agent
3,170000,1600,Carpet Area,"Crescent Bay Callisto, Parel",Mumbai,Semi-Furnished,4,Contact Agent
1,34000,560,Super Area,Serenity Complex,Mumbai,Semi-Furnished,2,Contact Owner
1,45000,500,Carpet Area,"Irla, Vile Parle West",Mumbai,Unfurnished,1,Contact Agent
1,14000,305,Carpet Area,Kandivali West,Mumbai,Unfurnished,1,Contact Agent
3,75000,970,Carpet Area,"Paras Building, Sion East",Mumbai,Furnished,2,Contact Owner
1,7000,480,Carpet Area,Taloja Phase 2,Mumbai,Unfurnished,1,Contact Owner
2,55000,720,Carpet Area,"diamond garden, Chembur East",Mumbai,Semi-Furnished,2,Contact Agent
2,55000,950,Carpet Area,"Valentine Apartments, Gokuldham",Mumbai,Semi-Furnished,2,Contact Agent
4,700000,3200,Carpet Area,"Lady Ratan Tower, Worli",Mumbai,Furnished,4,Contact Agent
3,140000,1450,Carpet Area,"Hiranandani Gardens Torino, Hiranandani Gardens",Mumbai,Furnished,3,Contact Agent
2,42000,774,Carpet Area,"Lokhandwala Octacrest, Lokhandwala Twp",Mumbai,Semi-Furnished,2,Contact Agent
1,27000,450,Super Area,Andheri West,Mumbai,Unfurnished,1,Contact Agent
3,60000,1000,Carpet Area,Malad West,Mumbai,Semi-Furnished,3,Contact Agent
1,17000,340,Super Area,Goregaon East,Mumbai,Semi-Furnished,1,Contact Owner
1,30000,430,Carpet Area,"Sindhi Society, Chembur",Mumbai,Semi-Furnished,2,Contact Agent
2,45000,722,Carpet Area,"Alpine Apartments, Chembur East",Mumbai,Unfurnished,2,Contact Agent
3,90000,1152,Carpet Area,"Kabra Metro One, Seven Bungalows",Mumbai,Furnished,2,Contact Agent
1,25000,641,Super Area,Borivali West,Mumbai,Unfurnished,1,Contact Owner
2,70000,810,Carpet Area,"Vintage Pearl Apartment, Bandra West",Mumbai,Furnished,2,Contact Agent
2,90000,800,Carpet Area,Vile Parle West,Mumbai,Furnished,2,Contact Agent
2,110000,875,Carpet Area,Bandra West,Mumbai,Unfurnished,2,Contact Agent
2,20000,700,Super Area,"Man Opus, Mira Road",Mumbai,Unfurnished,2,Contact Owner
1,35000,420,Super Area,in Andheri West,Mumbai,Semi-Furnished,1,Contact Owner
3,80000,1400,Carpet Area,Ghatkopar,Mumbai,Furnished,3,Contact Owner
2,54500,758,Carpet Area,"L&T Emerald Isle, Chandivali",Mumbai,Semi-Furnished,2,Contact Agent
4,350000,2880,Carpet Area,"Lodha World Crest, Lower Parel",Mumbai,Unfurnished,5,Contact Agent
1,45000,480,Carpet Area,Seven Bungalows,Mumbai,Furnished,2,Contact Agent
1,38000,550,Carpet Area,Sion East,Mumbai,Unfurnished,2,Contact Agent
2,90000,900,Carpet Area,"Lodha Venezia, Parel",Mumbai,Semi-Furnished,2,Contact Agent
1,22000,400,Super Area,Bhoiwada,Mumbai,Unfurnished,1,Contact Owner
2,70000,760,Carpet Area,"L&T Emerald Isle, Powai",Mumbai,Semi-Furnished,2,Contact Agent
4,380000,2800,Carpet Area,"World One Tower Mumbai, Worli",Mumbai,Unfurnished,5,Contact Agent
1,50000,400,Carpet Area,"Hiranandani Regent Hill, Hiranandani Gardens",Mumbai,Semi-Furnished,1,Contact Agent
4,680000,1962,Carpet Area,Khar West,Mumbai,Semi-Furnished,5,Contact Agent
3,140000,1100,Carpet Area,Waterfield Road,Mumbai,Semi-Furnished,3,Contact Agent
2,40000,800,Super Area,in Borivali West,Mumbai,Semi-Furnished,2,Contact Owner
2,32000,590,Carpet Area,"Saaga Mrunali CHS, Shantivan",Mumbai,Unfurnished,2,Contact Agent
2,78000,600,Carpet Area,Andheri West,Mumbai,Semi-Furnished,2,Contact Agent
4,280000,2500,Carpet Area,"Bombay Dyeing Two ICC, Dadar TT Circle",Mumbai,Semi-Furnished,6,Contact Agent
2,45000,670,Carpet Area,Chembur,Mumbai,Unfurnished,2,Contact Agent
2,65000,960,Carpet Area,"Dosti Ambrosia, Wadala East",Mumbai,Semi-Furnished,2,Contact Agent
2,65000,1500,Super Area,in Sion,Mumbai,Semi-Furnished,3,Contact Owner
1,35000,500,Super Area,Ghatkopar West,Mumbai,Semi-Furnished,1,Contact Owner
3,90000,1120,Carpet Area,"DB Woods, Gokuldham",Mumbai,Furnished,2,Contact Agent
4,250000,2729,Carpet Area,"L&T Emerald Isle, Powai",Mumbai,Semi-Furnished,5,Contact Agent
3,70000,3354,Carpet Area,Talagatta Pura,Bangalore,Furnished,3,Contact Agent
2,10500,800,Super Area,Nagappa Reddy layout-Dooravani Nagar,Bangalore,Semi-Furnished,2,Contact Owner
2,13000,1000,Super Area,"Kattigenahalli, Bellary Road",Bangalore,Semi-Furnished,2,Contact Owner
2,17000,1040,Super Area,C V Raman Nagar,Bangalore,Furnished,2,Contact Owner
3,21000,1403,Super Area,"Chikkalasandra, Bangalore",Bangalore,Semi-Furnished,3,Contact Owner
2,10000,600,Super Area,Talaghattapura,Bangalore,Furnished,1,Contact Owner
4,61500,2608,Carpet Area,Malleshwaram,Bangalore,Semi-Furnished,3,Contact Agent
2,13000,850,Carpet Area,"Ramaiah Layout, Kacharakanahalli",Bangalore,Semi-Furnished,2,Contact Agent
1,7500,400,Super Area,Rajajinagar,Bangalore,Unfurnished,1,Contact Owner
2,17000,1000,Super Area,Padmanabha Nagar,Bangalore,Semi-Furnished,2,Contact Owner
3,25000,1350,Carpet Area,Kengeri Main Road,Bangalore,Semi-Furnished,3,Contact Owner
2,10500,800,Carpet Area,Ramamurthy Nagar,Bangalore,Semi-Furnished,2,Contact Owner
1,8000,350,Super Area,Thanisandra,Bangalore,Semi-Furnished,1,Contact Owner
1,9500,900,Super Area,J P Nagar,Bangalore,Semi-Furnished,1,Contact Owner
3,50000,2000,Carpet Area,Bannerghatta Main Road,Bangalore,Semi-Furnished,3,Contact Agent
2,13000,700,Super Area,"Vinayakanagar, Hebbal",Bangalore,Semi-Furnished,2,Contact Owner
1,13500,600,Super Area,venkatapuram,Bangalore,Semi-Furnished,1,Contact Owner
2,13000,700,Carpet Area,"Vv Nagar, Bikasipura",Bangalore,Semi-Furnished,1,Contact Owner
1,15000,600,Super Area,C V Raman Nagar,Bangalore,Semi-Furnished,1,Contact Agent
2,15000,1400,Super Area,Ramamurthy Nagar,Bangalore,Furnished,3,Contact Owner
1,7000,600,Super Area,Kacharakanahalli,Bangalore,Unfurnished,1,Contact Owner
2,25000,770,Super Area,Tumkur Road,Bangalore,Furnished,2,Contact Owner
2,17000,900,Carpet Area,Babusahib Palya,Bangalore,Semi-Furnished,2,Contact Owner
1,7500,500,Super Area,"Kumaraswamy Layout, Kumaraswamy Layout",Bangalore,Furnished,1,Contact Owner
2,15000,1100,Super Area,Nri Layout,Bangalore,Unfurnished,2,Contact Owner
1,7500,500,Super Area,"Balaji Layout -Hongasandra, Hongasandra",Bangalore,Semi-Furnished,1,Contact Owner
3,25000,1260,Super Area,Vijaya Bank Layout,Bangalore,Furnished,3,Contact Owner
3,54000,1750,Carpet Area,"Jaya Nagar Block 1, Jayanagar",Bangalore,Semi-Furnished,3,Contact Agent
1,14500,600,Carpet Area,Maruthi Sevanagar,Bangalore,Semi-Furnished,1,Contact Agent
1,4500,450,Super Area,Nelamangala,Bangalore,Semi-Furnished,1,Contact Owner
2,10500,800,Super Area,Yelahanka New Town,Bangalore,Semi-Furnished,1,Contact Owner
1,5500,400,Super Area,Hongasandra,Bangalore,Unfurnished,1,Contact Owner
2,16000,600,Carpet Area,Girinagar,Bangalore,Unfurnished,2,Contact Owner
1,7000,400,Super Area,T Dasarahalli,Bangalore,Unfurnished,1,Contact Owner
2,12500,900,Super Area,Ramamurthy Nagar,Bangalore,Furnished,2,Contact Owner
2,10000,1200,Super Area,Jogupalya,Bangalore,Semi-Furnished,1,Contact Owner
2,18000,1045,Carpet Area,Maruthi Sevanagar,Bangalore,Semi-Furnished,2,Contact Owner
3,28000,1021,Carpet Area,"Balaji Gardens Layout, Gottigere",Bangalore,Furnished,3,Contact Owner
3,12000,1200,Super Area,in Bannerghatta Road,Bangalore,Unfurnished,2,Contact Owner
2,13000,1000,Carpet Area,"Electronic City Phase 2, Electronic City",Bangalore,Unfurnished,1,Contact Owner
2,50000,1280,Carpet Area,Hebbal,Bangalore,Furnished,2,Contact Agent
1,7000,450,Carpet Area,Jalahalli East,Bangalore,Semi-Furnished,1,Contact Owner
2,30000,450,Super Area,"Garebhavipalya, Hongasandra, Hosur Road",Bangalore,Unfurnished,2,Contact Owner
1,10000,600,Super Area,Btm Layout Stage 4,Bangalore,Semi-Furnished,2,Contact Owner
2,15000,800,Super Area,Konanakunte,Bangalore,Semi-Furnished,2,Contact Owner
1,7500,500,Super Area,Basaveshwar Nagar,Bangalore,Unfurnished,1,Contact Owner
3,45000,1680,Super Area,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,3,Contact Agent
3,65000,2000,Carpet Area,Hebbal,Bangalore,Semi-Furnished,3,Contact Agent
1,12000,500,Carpet Area,Koramangala Block 4,Bangalore,Semi-Furnished,1,Contact Agent
1,7000,500,Carpet Area,"Aecs Layout-Singasandra, Singasandra, Hosur Road",Bangalore,Semi-Furnished,1,Contact Owner
1,9000,800,Super Area,Mahadevapura,Bangalore,Unfurnished,1,Contact Owner
2,23000,1100,Super Area,Banaswadi,Bangalore,Semi-Furnished,2,Contact Owner
2,30000,1200,Super Area,"Kalasipalyam, Kalasipalyam",Bangalore,Semi-Furnished,2,Contact Owner
1,8000,500,Carpet Area,"Tilak Nagar, Jayanagar, bannerghatta main Road",Bangalore,Unfurnished,1,Contact Owner
2,16000,1155,Super Area,K R Puram,Bangalore,Semi-Furnished,2,Contact Owner
1,7500,440,Super Area,Electronic City,Bangalore,Semi-Furnished,1,Contact Owner
2,20000,1040,Carpet Area,Sarjapur Road,Bangalore,Semi-Furnished,2,Contact Agent
4,110000,2900,Carpet Area,whitefield,Bangalore,Furnished,4,Contact Agent
3,30000,1200,Super Area,Nagondanahalli,Bangalore,Semi-Furnished,2,Contact Owner
3,20000,1600,Super Area,"Isro Layout, Kumaraswamy Layout",Bangalore,Semi-Furnished,3,Contact Agent
4,84000,3150,Carpet Area,Banashankari,Bangalore,Unfurnished,4,Contact Owner
2,17000,1000,Super Area,JAR Shikara,Bangalore,Semi-Furnished,2,Contact Owner
2,15000,1200,Super Area,Medahalli,Bangalore,Semi-Furnished,2,Contact Owner
1,6000,400,Super Area,"Electronic City Phase 2, Electronic City",Bangalore,Semi-Furnished,1,Contact Owner
2,16000,950,Carpet Area,Ramamurthy Nagar,Bangalore,Furnished,3,Contact Owner
2,9500,530,Carpet Area,Byatarayanapura,Bangalore,Semi-Furnished,1,Contact Owner
1,8000,300,Carpet Area,"Udayanagar Extension, Mahadevapura",Bangalore,Unfurnished,1,Contact Owner
2,15000,1000,Super Area,"Dwarka Nagar, Kattigenahalli",Bangalore,Semi-Furnished,2,Contact Owner
1,12000,450,Super Area,Btm Layout,Bangalore,Unfurnished,1,Contact Owner
1,10000,600,Carpet Area,"Jeevan Bima Nagar, Airport Road",Bangalore,Semi-Furnished,1,Contact Owner
2,16000,1100,Super Area,"Jaya Nagar Block 7, Jayanagar",Bangalore,Unfurnished,2,Contact Owner
1,11000,400,Super Area,Chamrajpet,Bangalore,Unfurnished,1,Contact Owner
2,11000,700,Super Area,"Hosa Road, off Hosur Road",Bangalore,Unfurnished,2,Contact Owner
2,20000,1105,Super Area,"Electronics City Phase 1, Electronic City",Bangalore,Semi-Furnished,2,Contact Owner
3,24000,1430,Super Area,Subramanyapura,Bangalore,Semi-Furnished,2,Contact Owner
2,14500,850,Super Area,K R Puram,Bangalore,Semi-Furnished,2,Contact Owner
1,4000,650,Super Area,Byatarayanapura,Bangalore,Unfurnished,1,Contact Owner
2,12000,1200,Super Area,Kempapura Agrahara,Bangalore,Unfurnished,2,Contact Owner
2,8500,600,Super Area,Vijayanagar,Bangalore,Unfurnished,2,Contact Owner
1,9000,400,Carpet Area,Munnekollal,Bangalore,Semi-Furnished,1,Contact Owner
4,180000,2800,Carpet Area,"Sarakki Nagar, J P Nagar",Bangalore,Furnished,4,Contact Agent
2,10500,1100,Super Area,"Ananda Puram, Jeevan Bima Nagar",Bangalore,Semi-Furnished,2,Contact Owner
2,12000,900,Super Area,"Electronic City Phase 2, Electronic City",Bangalore,Unfurnished,2,Contact Owner
3,32000,1300,Super Area,"Hrbr Layout, Kalyan Nagar, Outer Ring Road",Bangalore,Semi-Furnished,2,Contact Owner
2,15000,1000,Super Area,Horamavu kelkkeri road,Bangalore,Semi-Furnished,3,Contact Owner
3,21000,1000,Carpet Area,"Vishweshwaraiah Layout, Annapurneshwari Nagar",Bangalore,Furnished,3,Contact Owner
2,12000,900,Carpet Area,Babusapalya,Bangalore,Unfurnished,2,Contact Agent
1,7000,800,Carpet Area,Babusapalya,Bangalore,Unfurnished,1,Contact Agent
2,15000,750,Super Area,Hutchins Road,Bangalore,Unfurnished,2,Contact Owner
2,11400,1100,Carpet Area,Nisarga capital appartment,Bangalore,Unfurnished,2,Contact Owner
2,15000,1200,Super Area,"Jp Nagar Phase 1, J P Nagar",Bangalore,Semi-Furnished,2,Contact Owner
2,19000,1000,Carpet Area,"Rbi Layout, J P Nagar",Bangalore,Semi-Furnished,2,Contact Agent
2,27000,1000,Carpet Area,"Hbr Layout Block 4, HBR Layout",Bangalore,Semi-Furnished,2,Contact Agent
3,48000,2000,Carpet Area,Frazer Town,Bangalore,Semi-Furnished,3,Contact Agent
1,7000,550,Super Area,Chikkalasandra,Bangalore,Semi-Furnished,1,Contact Owner
2,15000,1130,Super Area,whitefield,Bangalore,Unfurnished,2,Contact Owner
2,10000,600,Super Area,Abbigere,Bangalore,Semi-Furnished,2,Contact Owner
1,7000,100,Carpet Area,Chikkabanavara,Bangalore,Semi-Furnished,1,Contact Owner
2,9000,500,Super Area,"Meenakshi Layout, Kengeri",Bangalore,Semi-Furnished,1,Contact Owner
1,8000,600,Super Area,Rajajinagar,Bangalore,Unfurnished,1,Contact Owner
2,35000,1200,Carpet Area,Mahatma Gandhi Road,Bangalore,Semi-Furnished,2,Contact Agent
2,16000,850,Super Area,Bilekahalli,Bangalore,Semi-Furnished,2,Contact Owner
1,4500,600,Super Area,Madanayakahalli,Bangalore,Unfurnished,1,Contact Owner
2,16000,600,Super Area,Sivanchetti Gardens,Bangalore,Unfurnished,1,Contact Owner
2,10000,700,Super Area,Nagavara,Bangalore,Semi-Furnished,1,Contact Owner
1,8000,400,Carpet Area,Hebbal,Bangalore,Unfurnished,1,Contact Owner
1,6000,400,Super Area,Thammenahalli Apartmentge,Bangalore,Semi-Furnished,1,Contact Owner
2,13000,1000,Carpet Area,Horamavu,Bangalore,Unfurnished,2,Contact Owner
2,10000,1200,Super Area,K R Puram,Bangalore,Semi-Furnished,2,Contact Owner
3,55000,1603,Carpet Area,Magadi Road,Bangalore,Semi-Furnished,3,Contact Agent
3,15000,1200,Super Area,Bagalakunte,Bangalore,Semi-Furnished,3,Contact Owner
1,12000,420,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,1,Contact Agent
2,9000,1200,Super Area,Gottigere,Bangalore,Semi-Furnished,2,Contact Owner
3,36000,1771,Super Area,Gottigere,Bangalore,Semi-Furnished,3,Contact Agent
3,37000,1200,Super Area,No 309 6th A cross Banashankari 1st stage 2nd block Bangalore 560050,Bangalore,Semi-Furnished,3,Contact Owner
2,6000,700,Super Area,Ragavendra Industrial Estate,Bangalore,Unfurnished,1,Contact Owner
1,17000,610,Super Area,"Jalahalli, Jalahalli, Outer Ring Road",Bangalore,Semi-Furnished,1,Contact Owner
1,8000,800,Super Area,"Dooravani Nagar, Dooravani Nagar",Bangalore,Unfurnished,1,Contact Owner
1,7500,550,Super Area,Hommadevanahalli,Bangalore,Semi-Furnished,1,Contact Owner
2,9500,750,Super Area,"Ms Palya, Vidyaranyapura",Bangalore,Semi-Furnished,1,Contact Owner
2,13500,700,Carpet Area,Mathikere,Bangalore,Semi-Furnished,2,Contact Owner
1,9000,600,Carpet Area,Ramamurthy Nagar,Bangalore,Semi-Furnished,1,Contact Owner
1,7000,360,Super Area,J P Nagar,Bangalore,Unfurnished,1,Contact Owner
2,12000,800,Super Area,"Btm Layout Stage 2, BTM Layout",Bangalore,Unfurnished,2,Contact Owner
4,100000,3700,Carpet Area,"Sanjeevini Nagar, Hegganahalli",Bangalore,Semi-Furnished,5,Contact Agent
2,12000,1200,Super Area,Electronic City,Bangalore,Unfurnished,2,Contact Owner
1,8500,480,Super Area,"Prakruthi Township, Hennur",Bangalore,Furnished,1,Contact Owner
2,18000,1000,Super Area,"M C Layout, Vijayanagar, Magadi Road",Bangalore,Semi-Furnished,2,Contact Owner
1,11000,800,Super Area,"Dr.Shivaram Karanth Nagar, Jakkuru",Bangalore,Semi-Furnished,1,Contact Owner
3,18000,900,Super Area,Rajajinagar,Bangalore,Furnished,2,Contact Owner
3,17000,1450,Super Area,Rayasandra,Bangalore,Semi-Furnished,3,Contact Owner
1,6500,400,Super Area,Rajajinagar,Bangalore,Unfurnished,1,Contact Owner
2,11500,700,Super Area,Near coffee board layout,Bangalore,Semi-Furnished,2,Contact Owner
2,22000,1000,Carpet Area,Banaswadi,Bangalore,Semi-Furnished,2,Contact Agent
1,13000,450,Carpet Area,"Lakkasandra, Wilson Garden, bannerghatta main road",Bangalore,Furnished,1,Contact Owner
3,20000,773,Carpet Area,Mysore Road,Bangalore,Semi-Furnished,2,Contact Agent
2,10000,1200,Super Area,Kengeri,Bangalore,Semi-Furnished,2,Contact Owner
2,15000,1000,Super Area,Begur Koppa Rd,Bangalore,Unfurnished,2,Contact Owner
1,8000,150,Super Area,B.Narayanapura,Bangalore,Unfurnished,1,Contact Owner
2,12000,865,Super Area,Ananth Nagar,Bangalore,Semi-Furnished,2,Contact Owner
1,20000,600,Super Area,Rayasandra,Bangalore,Semi-Furnished,1,Contact Owner
2,20000,800,Super Area,Basavanagudi,Bangalore,Semi-Furnished,1,Contact Owner
1,8000,200,Super Area,Old Airport Road,Bangalore,Semi-Furnished,1,Contact Owner
1,11000,600,Carpet Area,Hebbal,Bangalore,Unfurnished,2,Contact Owner
3,40000,1840,Carpet Area,Horamavu,Bangalore,Semi-Furnished,2,Contact Agent
2,10000,800,Super Area,Hegganahalli,Bangalore,Semi-Furnished,2,Contact Owner
3,30000,1600,Carpet Area,"Hrbr Layout Block 2, Kalyan Nagar, Outer Ring Road",Bangalore,Semi-Furnished,2,Contact Agent
2,8000,600,Super Area,Electronic City,Bangalore,Unfurnished,1,Contact Owner
2,15000,1100,Carpet Area,"Vishwapriya Nagar, Begur",Bangalore,Unfurnished,2,Contact Owner
2,12000,950,Super Area,Nri Layout,Bangalore,Semi-Furnished,2,Contact Owner
2,12000,905,Super Area,Kanakapura Road,Bangalore,Semi-Furnished,2,Contact Owner
3,20000,1200,Carpet Area,"Ms Palya, Vidyaranyapura",Bangalore,Semi-Furnished,2,Contact Owner
3,13000,1000,Super Area,K R Puram,Bangalore,Semi-Furnished,1,Contact Owner
2,17500,1080,Super Area,Electronic City,Bangalore,Furnished,2,Contact Owner
1,8000,600,Super Area,Kamala Nagar,Bangalore,Semi-Furnished,1,Contact Owner
2,8500,1000,Super Area,Kachohalli,Bangalore,Semi-Furnished,2,Contact Owner
1,7500,600,Super Area,Bommanahalli,Bangalore,Semi-Furnished,1,Contact Owner
2,22000,1100,Super Area,Rmv Extension Stage 2,Bangalore,Semi-Furnished,2,Contact Owner
1,6000,300,Super Area,Nagarbhavi,Bangalore,Unfurnished,1,Contact Owner
2,32900,1200,Carpet Area,Marathahalli,Bangalore,Furnished,1,Contact Agent
2,15000,800,Super Area,J P Nagar,Bangalore,Furnished,1,Contact Owner
2,10000,535,Super Area,"Moodalaplya, Vijayanagar",Bangalore,Unfurnished,1,Contact Owner
2,10000,800,Super Area,"Bedarahalli, Magadi Road",Bangalore,Unfurnished,2,Contact Owner
3,21000,1159,Super Area,Electronic City,Bangalore,Unfurnished,2,Contact Owner
4,63000,2650,Carpet Area,Kanakapura Road,Bangalore,Unfurnished,5,Contact Agent
1,6900,50,Carpet Area,Kodigehalli,Bangalore,Semi-Furnished,1,Contact Owner
2,14000,700,Super Area,Vijayanagar,Bangalore,Unfurnished,1,Contact Owner
1,14500,550,Super Area,Mahadevapura,Bangalore,Semi-Furnished,1,Contact Agent
1,6500,700,Super Area,Rukmini Nagar,Bangalore,Semi-Furnished,1,Contact Owner
2,13000,600,Super Area,Vibhutipura,Bangalore,Unfurnished,2,Contact Owner
